Model,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,MSIS,num_masked_target_values,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9],RMSE,NRMSE,ND,wQuantileLoss[0.1],wQuantileLoss[0.5],wQuantileLoss[0.9],mean_absolute_QuantileLoss,mean_wQuantileLoss,MAE_Coverage,OWA
examples/arima_model,33640.20698928735,17989.988883594677,33848.0,115.12925170068029,53.39469535934464,0.936882888071688,0.6449366865042557,0.5758403279821356,13.364142132993763,0.0,8225.597071029388,0.003401360544217687,17989.988883594677,0.4387755102040816,14995.68808167628,0.9013605442176872,183.41266856269047,1.593102238165652,0.5314934082839363,0.24301574896683373,0.5314934082839363,0.44303025530832785,13737.09134543345,0.40584647085303266,0.40136054421768724,
