,time_period,rainfall,mean_temperature,disease_cases,population,parent,location,Cases,E,month,ID_year,ID_spat
95,2008-06,231.593,24.95,295.0,684392.400111607,-,Champasak,295.0,684392.400111607,6,2008,Champasak
96,2008-07,286.192,24.8,162.0,684392.400111607,-,Champasak,162.0,684392.400111607,7,2008,Champasak
97,2008-08,352.066,24.44,143.0,684392.400111607,-,Champasak,143.0,684392.400111607,8,2008,Champasak
98,2008-09,377.329,24.14,185.0,684392.400111607,-,Champasak,185.0,684392.400111607,9,2008,Champasak
99,2008-10,244.62,24.49,140.0,684392.400111607,-,Champasak,140.0,684392.400111607,10,2008,Champasak
100,2008-11,93.745,22.94,102.0,684392.400111607,-,Champasak,102.0,684392.400111607,11,2008,Champasak
101,2008-12,14.691,22.01,73.0,684392.400111607,-,Champasak,73.0,684392.400111607,12,2008,Champasak
102,2009-01,1.466,21.33,31.0,693833.460100447,-,Champasak,31.0,693833.460100447,1,2009,Champasak
103,2009-02,18.057,25.81,48.0,693833.460100447,-,Champasak,48.0,693833.460100447,2,2009,Champasak
104,2009-03,102.277,26.22,60.0,693833.460100447,-,Champasak,60.0,693833.460100447,3,2009,Champasak
105,2009-04,220.039,26.07,102.0,693833.460100447,-,Champasak,102.0,693833.460100447,4,2009,Champasak
106,2009-05,261.588,25.17,,693833.460100447,-,Champasak,,693833.460100447,5,2009,Champasak
107,2009-06,298.142,25.09,124.0,693833.460100447,-,Champasak,124.0,693833.460100447,6,2009,Champasak
108,2009-07,520.042,24.61,122.0,693833.460100447,-,Champasak,122.0,693833.460100447,7,2009,Champasak
109,2009-08,333.951,25.03,110.0,693833.460100447,-,Champasak,110.0,693833.460100447,8,2009,Champasak
110,2009-09,572.959,24.13,105.0,693833.460100447,-,Champasak,105.0,693833.460100447,9,2009,Champasak
111,2009-10,171.34,24.19,59.0,693833.460100447,-,Champasak,59.0,693833.460100447,10,2009,Champasak
112,2009-11,31.891,23.77,35.0,693833.460100447,-,Champasak,35.0,693833.460100447,11,2009,Champasak
113,2009-12,2.173,23.76,32.0,693833.460100447,-,Champasak,32.0,693833.460100447,12,2009,Champasak
114,2010-01,24.297,24.31,20.0,703274.520089286,-,Champasak,20.0,703274.520089286,1,2010,Champasak
115,2010-02,21.061,26.46,39.0,703274.520089286,-,Champasak,39.0,703274.520089286,2,2010,Champasak
116,2010-03,14.964,27.53,34.0,703274.520089286,-,Champasak,34.0,703274.520089286,3,2010,Champasak
117,2010-04,107.087,28.51,69.0,703274.520089286,-,Champasak,69.0,703274.520089286,4,2010,Champasak
118,2010-05,200.99,27.46,,703274.520089286,-,Champasak,,703274.520089286,5,2010,Champasak
119,2010-06,239.396,26.1,195.0,703274.520089286,-,Champasak,195.0,703274.520089286,6,2010,Champasak
120,2010-07,307.349,25.45,635.0,703274.520089286,-,Champasak,635.0,703274.520089286,7,2010,Champasak
121,2010-08,404.387,24.57,601.0,703274.520089286,-,Champasak,601.0,703274.520089286,8,2010,Champasak
122,2010-09,312.908,24.77,817.0,703274.520089286,-,Champasak,817.0,703274.520089286,9,2010,Champasak
123,2010-10,285.037,23.87,339.0,703274.520089286,-,Champasak,339.0,703274.520089286,10,2010,Champasak
124,2010-11,120.57,22.78,136.0,703274.520089286,-,Champasak,136.0,703274.520089286,11,2010,Champasak
125,2010-12,6.609,23.08,29.0,703274.520089286,-,Champasak,29.0,703274.520089286,12,2010,Champasak
126,2011-01,0.609,22.33,12.0,712715.580078125,-,Champasak,12.0,712715.580078125,1,2011,Champasak
127,2011-02,14.963,24.86,9.0,712715.580078125,-,Champasak,9.0,712715.580078125,2,2011,Champasak
128,2011-03,19.175,25.73,14.0,712715.580078125,-,Champasak,14.0,712715.580078125,3,2011,Champasak
129,2011-04,125.065,27.08,16.0,712715.580078125,-,Champasak,16.0,712715.580078125,4,2011,Champasak
130,2011-05,298.116,25.56,36.0,712715.580078125,-,Champasak,36.0,712715.580078125,5,2011,Champasak
131,2011-06,432.886,24.75,47.0,712715.580078125,-,Champasak,47.0,712715.580078125,6,2011,Champasak
132,2011-07,370.684,24.43,61.0,712715.580078125,-,Champasak,61.0,712715.580078125,7,2011,Champasak
133,2011-08,446.769,24.33,105.0,712715.580078125,-,Champasak,105.0,712715.580078125,8,2011,Champasak
134,2011-09,486.528,23.43,87.0,712715.580078125,-,Champasak,87.0,712715.580078125,9,2011,Champasak
135,2011-10,247.277,23.78,109.0,712715.580078125,-,Champasak,109.0,712715.580078125,10,2011,Champasak
136,2011-11,71.003,23.74,64.0,712715.580078125,-,Champasak,64.0,712715.580078125,11,2011,Champasak
137,2011-12,6.733,22.16,30.0,712715.580078125,-,Champasak,30.0,712715.580078125,12,2011,Champasak
138,2012-01,28.001,24.33,27.0,722156.640066964,-,Champasak,27.0,722156.640066964,1,2012,Champasak
139,2012-02,13.428,26.2,19.0,722156.640066964,-,Champasak,19.0,722156.640066964,2,2012,Champasak
140,2012-03,62.001,27.06,16.0,722156.640066964,-,Champasak,16.0,722156.640066964,3,2012,Champasak
141,2012-04,151.764,26.51,25.0,722156.640066964,-,Champasak,25.0,722156.640066964,4,2012,Champasak
142,2012-05,254.715,25.88,50.0,722156.640066964,-,Champasak,50.0,722156.640066964,5,2012,Champasak
143,2012-06,376.038,24.89,111.0,722156.640066964,-,Champasak,111.0,722156.640066964,6,2012,Champasak
144,2012-07,368.552,24.47,187.0,722156.640066964,-,Champasak,187.0,722156.640066964,7,2012,Champasak
145,2012-08,354.217,24.44,191.0,722156.640066964,-,Champasak,191.0,722156.640066964,8,2012,Champasak
146,2012-09,368.931,24.25,289.0,722156.640066964,-,Champasak,289.0,722156.640066964,9,2012,Champasak
147,2012-10,111.218,24.65,305.0,722156.640066964,-,Champasak,305.0,722156.640066964,10,2012,Champasak
148,2012-11,73.525,25.45,197.0,722156.640066964,-,Champasak,197.0,722156.640066964,11,2012,Champasak
149,2012-12,4.757,24.98,90.0,722156.640066964,-,Champasak,90.0,722156.640066964,12,2012,Champasak
150,2013-01,6.945,23.85,87.0,731597.700055804,-,Champasak,87.0,731597.700055804,1,2013,Champasak
0,2000-07,352.108,22.69,0.0,87007.1857561384,-,LouangNamtha,0.0,87007.1857561384,7,2000,LouangNamtha
1,2000-08,267.238,22.95,2.0,87007.1857561384,-,LouangNamtha,2.0,87007.1857561384,8,2000,LouangNamtha
2,2000-09,219.034,21.75,0.0,87007.1857561384,-,LouangNamtha,0.0,87007.1857561384,9,2000,LouangNamtha
3,2000-10,104.086,21.32,0.0,87007.1857561384,-,LouangNamtha,0.0,87007.1857561384,10,2000,LouangNamtha
4,2000-11,17.255,19.07,0.0,87007.1857561384,-,LouangNamtha,0.0,87007.1857561384,11,2000,LouangNamtha
5,2000-12,31.345,17.69,0.0,87007.1857561384,-,LouangNamtha,0.0,87007.1857561384,12,2000,LouangNamtha
6,2001-01,21.61,18.22,0.0,89883.2309919085,-,LouangNamtha,0.0,89883.2309919085,1,2001,LouangNamtha
7,2001-02,13.105,20.14,0.0,89883.2309919085,-,LouangNamtha,0.0,89883.2309919085,2,2001,LouangNamtha
8,2001-03,122.073,21.05,0.0,89883.2309919085,-,LouangNamtha,0.0,89883.2309919085,3,2001,LouangNamtha
9,2001-04,54.919,25.58,0.0,89883.2309919085,-,LouangNamtha,0.0,89883.2309919085,4,2001,LouangNamtha
10,2001-05,355.567,21.92,0.0,89883.2309919085,-,LouangNamtha,0.0,89883.2309919085,5,2001,LouangNamtha
11,2001-06,249.654,23.25,0.0,89883.2309919085,-,LouangNamtha,0.0,89883.2309919085,6,2001,LouangNamtha
12,2001-07,337.49,22.48,0.0,89883.2309919085,-,LouangNamtha,0.0,89883.2309919085,7,2001,LouangNamtha
13,2001-08,291.67,23.35,0.0,89883.2309919085,-,LouangNamtha,0.0,89883.2309919085,8,2001,LouangNamtha
14,2001-09,210.177,22.61,0.0,89883.2309919085,-,LouangNamtha,0.0,89883.2309919085,9,2001,LouangNamtha
15,2001-10,152.787,21.29,0.0,89883.2309919085,-,LouangNamtha,0.0,89883.2309919085,10,2001,LouangNamtha
16,2001-11,27.215,17.34,0.0,89883.2309919085,-,LouangNamtha,0.0,89883.2309919085,11,2001,LouangNamtha
17,2001-12,13.869,17.31,0.0,89883.2309919085,-,LouangNamtha,0.0,89883.2309919085,12,2001,LouangNamtha
18,2002-01,42.193,16.67,0.0,92759.2762276786,-,LouangNamtha,0.0,92759.2762276786,1,2002,LouangNamtha
19,2002-02,33.98,19.76,0.0,92759.2762276786,-,LouangNamtha,0.0,92759.2762276786,2,2002,LouangNamtha
20,2002-03,42.77,21.85,0.0,92759.2762276786,-,LouangNamtha,0.0,92759.2762276786,3,2002,LouangNamtha
21,2002-04,53.026,24.42,0.0,92759.2762276786,-,LouangNamtha,0.0,92759.2762276786,4,2002,LouangNamtha
22,2002-05,335.68,23.06,0.0,92759.2762276786,-,LouangNamtha,0.0,92759.2762276786,5,2002,LouangNamtha
23,2002-06,225.733,23.38,0.0,92759.2762276786,-,LouangNamtha,0.0,92759.2762276786,6,2002,LouangNamtha
24,2002-07,455.658,22.26,1.0,92759.2762276786,-,LouangNamtha,1.0,92759.2762276786,7,2002,LouangNamtha
25,2002-08,294.837,22.52,0.0,92759.2762276786,-,LouangNamtha,0.0,92759.2762276786,8,2002,LouangNamtha
26,2002-09,135.864,22.78,0.0,92759.2762276786,-,LouangNamtha,0.0,92759.2762276786,9,2002,LouangNamtha
27,2002-10,136.499,21.02,0.0,92759.2762276786,-,LouangNamtha,0.0,92759.2762276786,10,2002,LouangNamtha
28,2002-11,92.985,18.21,0.0,92759.2762276786,-,LouangNamtha,0.0,92759.2762276786,11,2002,LouangNamtha
29,2002-12,61.691,16.91,0.0,92759.2762276786,-,LouangNamtha,0.0,92759.2762276786,12,2002,LouangNamtha
30,2003-01,96.883,16.14,0.0,95635.3214634487,-,LouangNamtha,0.0,95635.3214634487,1,2003,LouangNamtha
31,2003-02,34.66,18.73,0.0,95635.3214634487,-,LouangNamtha,0.0,95635.3214634487,2,2003,LouangNamtha
32,2003-03,103.549,20.72,0.0,95635.3214634487,-,LouangNamtha,0.0,95635.3214634487,3,2003,LouangNamtha
33,2003-04,51.314,24.81,0.0,95635.3214634487,-,LouangNamtha,0.0,95635.3214634487,4,2003,LouangNamtha
34,2003-05,137.636,24.64,0.0,95635.3214634487,-,LouangNamtha,0.0,95635.3214634487,5,2003,LouangNamtha
35,2003-06,258.045,23.23,0.0,95635.3214634487,-,LouangNamtha,0.0,95635.3214634487,6,2003,LouangNamtha
36,2003-07,227.484,23.6,0.0,95635.3214634487,-,LouangNamtha,0.0,95635.3214634487,7,2003,LouangNamtha
37,2003-08,305.541,23.32,0.0,95635.3214634487,-,LouangNamtha,0.0,95635.3214634487,8,2003,LouangNamtha
38,2003-09,220.492,22.72,0.0,95635.3214634487,-,LouangNamtha,0.0,95635.3214634487,9,2003,LouangNamtha
39,2003-10,76.11,21.99,2.0,95635.3214634487,-,LouangNamtha,2.0,95635.3214634487,10,2003,LouangNamtha
40,2003-11,8.964,19.83,1.0,95635.3214634487,-,LouangNamtha,1.0,95635.3214634487,11,2003,LouangNamtha
41,2003-12,8.321,17.14,0.0,95635.3214634487,-,LouangNamtha,0.0,95635.3214634487,12,2003,LouangNamtha
42,2004-01,23.758,17.28,0.0,98511.3666992187,-,LouangNamtha,0.0,98511.3666992187,1,2004,LouangNamtha
43,2004-02,22.219,18.5,0.0,98511.3666992187,-,LouangNamtha,0.0,98511.3666992187,2,2004,LouangNamtha
44,2004-03,21.741,23.69,2.0,98511.3666992187,-,LouangNamtha,2.0,98511.3666992187,3,2004,LouangNamtha
45,2004-04,220.877,22.97,0.0,98511.3666992187,-,LouangNamtha,0.0,98511.3666992187,4,2004,LouangNamtha
46,2004-05,357.708,22.73,0.0,98511.3666992187,-,LouangNamtha,0.0,98511.3666992187,5,2004,LouangNamtha
47,2004-06,210.754,23.21,0.0,98511.3666992187,-,LouangNamtha,0.0,98511.3666992187,6,2004,LouangNamtha
48,2004-07,293.851,22.66,0.0,98511.3666992187,-,LouangNamtha,0.0,98511.3666992187,7,2004,LouangNamtha
49,2004-08,283.622,22.9,0.0,98511.3666992187,-,LouangNamtha,0.0,98511.3666992187,8,2004,LouangNamtha
50,2004-09,270.759,21.81,0.0,98511.3666992187,-,LouangNamtha,0.0,98511.3666992187,9,2004,LouangNamtha
51,2004-10,94.26,20.72,0.0,98511.3666992187,-,LouangNamtha,0.0,98511.3666992187,10,2004,LouangNamtha
52,2004-11,39.777,18.96,0.0,98511.3666992187,-,LouangNamtha,0.0,98511.3666992187,11,2004,LouangNamtha
53,2004-12,1.073,15.79,0.0,98511.3666992187,-,LouangNamtha,0.0,98511.3666992187,12,2004,LouangNamtha
54,2005-01,16.505,17.27,0.0,101387.411934989,-,LouangNamtha,0.0,101387.411934989,1,2005,LouangNamtha
55,2005-02,1.776,22.02,0.0,101387.411934989,-,LouangNamtha,0.0,101387.411934989,2,2005,LouangNamtha
56,2005-03,106.789,20.85,0.0,101387.411934989,-,LouangNamtha,0.0,101387.411934989,3,2005,LouangNamtha
57,2005-04,74.205,23.62,0.0,101387.411934989,-,LouangNamtha,0.0,101387.411934989,4,2005,LouangNamtha
58,2005-05,131.029,25.14,0.0,101387.411934989,-,LouangNamtha,0.0,101387.411934989,5,2005,LouangNamtha
59,2005-06,263.336,23.59,0.0,101387.411934989,-,LouangNamtha,0.0,101387.411934989,6,2005,LouangNamtha
60,2005-07,334.892,23.49,1.0,101387.411934989,-,LouangNamtha,1.0,101387.411934989,7,2005,LouangNamtha
61,2005-08,372.023,22.54,0.0,101387.411934989,-,LouangNamtha,0.0,101387.411934989,8,2005,LouangNamtha
62,2005-09,236.174,22.79,0.0,101387.411934989,-,LouangNamtha,0.0,101387.411934989,9,2005,LouangNamtha
63,2005-10,102.998,21.53,0.0,101387.411934989,-,LouangNamtha,0.0,101387.411934989,10,2005,LouangNamtha
64,2005-11,48.544,19.33,0.0,101387.411934989,-,LouangNamtha,0.0,101387.411934989,11,2005,LouangNamtha
65,2005-12,46.068,15.56,0.0,101387.411934989,-,LouangNamtha,0.0,101387.411934989,12,2005,LouangNamtha
66,2006-01,0.944,17.45,0.0,104263.457170759,-,LouangNamtha,0.0,104263.457170759,1,2006,LouangNamtha
67,2006-02,17.059,20.06,0.0,104263.457170759,-,LouangNamtha,0.0,104263.457170759,2,2006,LouangNamtha
68,2006-03,19.749,23.53,0.0,104263.457170759,-,LouangNamtha,0.0,104263.457170759,3,2006,LouangNamtha
69,2006-04,116.859,23.93,0.0,104263.457170759,-,LouangNamtha,0.0,104263.457170759,4,2006,LouangNamtha
70,2006-05,203.084,22.68,0.0,104263.457170759,-,LouangNamtha,0.0,104263.457170759,5,2006,LouangNamtha
71,2006-06,166.936,24.07,0.0,104263.457170759,-,LouangNamtha,0.0,104263.457170759,6,2006,LouangNamtha
72,2006-07,345.977,23.02,0.0,104263.457170759,-,LouangNamtha,0.0,104263.457170759,7,2006,LouangNamtha
73,2006-08,434.201,22.76,0.0,104263.457170759,-,LouangNamtha,0.0,104263.457170759,8,2006,LouangNamtha
74,2006-09,167.676,22.44,0.0,104263.457170759,-,LouangNamtha,0.0,104263.457170759,9,2006,LouangNamtha
75,2006-10,153.801,21.54,1.0,104263.457170759,-,LouangNamtha,1.0,104263.457170759,10,2006,LouangNamtha
76,2006-11,15.691,20.4,0.0,104263.457170759,-,LouangNamtha,0.0,104263.457170759,11,2006,LouangNamtha
77,2006-12,10.283,17.15,0.0,104263.457170759,-,LouangNamtha,0.0,104263.457170759,12,2006,LouangNamtha
78,2007-01,12.415,17.08,0.0,107139.502406529,-,LouangNamtha,0.0,107139.502406529,1,2007,LouangNamtha
79,2007-02,5.889,19.51,0.0,107139.502406529,-,LouangNamtha,0.0,107139.502406529,2,2007,LouangNamtha
80,2007-03,7.924,23.67,0.0,107139.502406529,-,LouangNamtha,0.0,107139.502406529,3,2007,LouangNamtha
81,2007-04,178.269,23.23,0.0,107139.502406529,-,LouangNamtha,0.0,107139.502406529,4,2007,LouangNamtha
82,2007-05,246.668,23.12,0.0,107139.502406529,-,LouangNamtha,0.0,107139.502406529,5,2007,LouangNamtha
83,2007-06,196.312,24.24,0.0,107139.502406529,-,LouangNamtha,0.0,107139.502406529,6,2007,LouangNamtha
84,2007-07,264.446,23.29,0.0,107139.502406529,-,LouangNamtha,0.0,107139.502406529,7,2007,LouangNamtha
85,2007-08,257.883,23.32,0.0,107139.502406529,-,LouangNamtha,0.0,107139.502406529,8,2007,LouangNamtha
86,2007-09,314.216,22.31,0.0,107139.502406529,-,LouangNamtha,0.0,107139.502406529,9,2007,LouangNamtha
87,2007-10,159.139,21.24,0.0,107139.502406529,-,LouangNamtha,0.0,107139.502406529,10,2007,LouangNamtha
88,2007-11,44.818,17.99,0.0,107139.502406529,-,LouangNamtha,0.0,107139.502406529,11,2007,LouangNamtha
89,2007-12,4.577,18.32,0.0,107139.502406529,-,LouangNamtha,0.0,107139.502406529,12,2007,LouangNamtha
90,2008-01,63.286,17.9,0.0,110015.547642299,-,LouangNamtha,0.0,110015.547642299,1,2008,LouangNamtha
91,2008-02,77.442,15.96,0.0,110015.547642299,-,LouangNamtha,0.0,110015.547642299,2,2008,LouangNamtha
92,2008-03,42.844,20.95,0.0,110015.547642299,-,LouangNamtha,0.0,110015.547642299,3,2008,LouangNamtha
93,2008-04,120.066,23.93,0.0,110015.547642299,-,LouangNamtha,0.0,110015.547642299,4,2008,LouangNamtha
94,2008-05,199.206,23.03,0.0,110015.547642299,-,LouangNamtha,0.0,110015.547642299,5,2008,LouangNamtha
95,2008-06,309.501,22.66,0.0,110015.547642299,-,LouangNamtha,0.0,110015.547642299,6,2008,LouangNamtha
96,2008-07,502.047,22.13,0.0,110015.547642299,-,LouangNamtha,0.0,110015.547642299,7,2008,LouangNamtha
97,2008-08,331.556,22.61,0.0,110015.547642299,-,LouangNamtha,0.0,110015.547642299,8,2008,LouangNamtha
98,2008-09,202.713,22.88,0.0,110015.547642299,-,LouangNamtha,0.0,110015.547642299,9,2008,LouangNamtha
99,2008-10,121.862,21.72,0.0,110015.547642299,-,LouangNamtha,0.0,110015.547642299,10,2008,LouangNamtha
100,2008-11,117.604,17.8,0.0,110015.547642299,-,LouangNamtha,0.0,110015.547642299,11,2008,LouangNamtha
101,2008-12,5.17,16.05,0.0,110015.547642299,-,LouangNamtha,0.0,110015.547642299,12,2008,LouangNamtha
102,2009-01,2.144,16.45,0.0,112891.592878069,-,LouangNamtha,0.0,112891.592878069,1,2009,LouangNamtha
103,2009-02,5.842,21.54,0.0,112891.592878069,-,LouangNamtha,0.0,112891.592878069,2,2009,LouangNamtha
104,2009-03,34.078,23.14,0.0,112891.592878069,-,LouangNamtha,0.0,112891.592878069,3,2009,LouangNamtha
105,2009-04,121.851,23.45,1.0,112891.592878069,-,LouangNamtha,1.0,112891.592878069,4,2009,LouangNamtha
106,2009-05,262.988,23.54,0.0,112891.592878069,-,LouangNamtha,0.0,112891.592878069,5,2009,LouangNamtha
107,2009-06,229.376,23.43,2.0,112891.592878069,-,LouangNamtha,2.0,112891.592878069,6,2009,LouangNamtha
108,2009-07,376.081,23.26,1.0,112891.592878069,-,LouangNamtha,1.0,112891.592878069,7,2009,LouangNamtha
109,2009-08,324.354,23.34,0.0,112891.592878069,-,LouangNamtha,0.0,112891.592878069,8,2009,LouangNamtha
110,2009-09,213.411,23.01,4.0,112891.592878069,-,LouangNamtha,4.0,112891.592878069,9,2009,LouangNamtha
111,2009-10,93.777,22.35,5.0,112891.592878069,-,LouangNamtha,5.0,112891.592878069,10,2009,LouangNamtha
112,2009-11,6.984,19.25,6.0,112891.592878069,-,LouangNamtha,6.0,112891.592878069,11,2009,LouangNamtha
113,2009-12,9.921,17.78,4.0,112891.592878069,-,LouangNamtha,4.0,112891.592878069,12,2009,LouangNamtha
114,2010-01,40.329,18.5,0.0,115767.638113839,-,LouangNamtha,0.0,115767.638113839,1,2010,LouangNamtha
115,2010-02,24.677,20.55,2.0,115767.638113839,-,LouangNamtha,2.0,115767.638113839,2,2010,LouangNamtha
116,2010-03,30.57,22.66,4.0,115767.638113839,-,LouangNamtha,4.0,115767.638113839,3,2010,LouangNamtha
117,2010-04,113.501,25.67,6.0,115767.638113839,-,LouangNamtha,6.0,115767.638113839,4,2010,LouangNamtha
118,2010-05,98.815,26.06,7.0,115767.638113839,-,LouangNamtha,7.0,115767.638113839,5,2010,LouangNamtha
119,2010-06,206.849,24.91,1.0,115767.638113839,-,LouangNamtha,1.0,115767.638113839,6,2010,LouangNamtha
120,2010-07,344.502,23.86,4.0,115767.638113839,-,LouangNamtha,4.0,115767.638113839,7,2010,LouangNamtha
121,2010-08,345.127,23.2,22.0,115767.638113839,-,LouangNamtha,22.0,115767.638113839,8,2010,LouangNamtha
122,2010-09,263.963,22.96,44.0,115767.638113839,-,LouangNamtha,44.0,115767.638113839,9,2010,LouangNamtha
123,2010-10,116.338,21.43,29.0,115767.638113839,-,LouangNamtha,29.0,115767.638113839,10,2010,LouangNamtha
124,2010-11,11.956,19.08,13.0,115767.638113839,-,LouangNamtha,13.0,115767.638113839,11,2010,LouangNamtha
125,2010-12,33.975,17.89,2.0,115767.638113839,-,LouangNamtha,2.0,115767.638113839,12,2010,LouangNamtha
126,2011-01,28.988,16.25,0.0,118643.683349609,-,LouangNamtha,0.0,118643.683349609,1,2011,LouangNamtha
127,2011-02,10.28,19.8,0.0,118643.683349609,-,LouangNamtha,0.0,118643.683349609,2,2011,LouangNamtha
128,2011-03,89.388,19.4,0.0,118643.683349609,-,LouangNamtha,0.0,118643.683349609,3,2011,LouangNamtha
129,2011-04,148.211,22.18,0.0,118643.683349609,-,LouangNamtha,0.0,118643.683349609,4,2011,LouangNamtha
130,2011-05,223.545,22.75,1.0,118643.683349609,-,LouangNamtha,1.0,118643.683349609,5,2011,LouangNamtha
131,2011-06,232.304,23.49,1.0,118643.683349609,-,LouangNamtha,1.0,118643.683349609,6,2011,LouangNamtha
132,2011-07,324.965,23.45,1.0,118643.683349609,-,LouangNamtha,1.0,118643.683349609,7,2011,LouangNamtha
133,2011-08,327.686,22.82,1.0,118643.683349609,-,LouangNamtha,1.0,118643.683349609,8,2011,LouangNamtha
134,2011-09,274.547,22.41,1.0,118643.683349609,-,LouangNamtha,1.0,118643.683349609,9,2011,LouangNamtha
135,2011-10,64.662,21.48,2.0,118643.683349609,-,LouangNamtha,2.0,118643.683349609,10,2011,LouangNamtha
136,2011-11,16.832,18.75,1.0,118643.683349609,-,LouangNamtha,1.0,118643.683349609,11,2011,LouangNamtha
137,2011-12,8.674,16.29,0.0,118643.683349609,-,LouangNamtha,0.0,118643.683349609,12,2011,LouangNamtha
138,2012-01,52.964,17.23,0.0,121519.728585379,-,LouangNamtha,0.0,121519.728585379,1,2012,LouangNamtha
139,2012-02,11.725,20.81,0.0,121519.728585379,-,LouangNamtha,0.0,121519.728585379,2,2012,LouangNamtha
140,2012-03,37.935,22.58,0.0,121519.728585379,-,LouangNamtha,0.0,121519.728585379,3,2012,LouangNamtha
141,2012-04,63.212,24.61,0.0,121519.728585379,-,LouangNamtha,0.0,121519.728585379,4,2012,LouangNamtha
142,2012-05,295.445,24.03,1.0,121519.728585379,-,LouangNamtha,1.0,121519.728585379,5,2012,LouangNamtha
143,2012-06,201.775,23.68,2.0,121519.728585379,-,LouangNamtha,2.0,121519.728585379,6,2012,LouangNamtha
144,2012-07,382.604,22.55,3.0,121519.728585379,-,LouangNamtha,3.0,121519.728585379,7,2012,LouangNamtha
145,2012-08,296.724,22.96,3.0,121519.728585379,-,LouangNamtha,3.0,121519.728585379,8,2012,LouangNamtha
146,2012-09,201.727,22.62,4.0,121519.728585379,-,LouangNamtha,4.0,121519.728585379,9,2012,LouangNamtha
147,2012-10,86.073,21.81,4.0,121519.728585379,-,LouangNamtha,4.0,121519.728585379,10,2012,LouangNamtha
148,2012-11,86.971,20.88,3.0,121519.728585379,-,LouangNamtha,3.0,121519.728585379,11,2012,LouangNamtha
149,2012-12,19.936,18.15,1.0,121519.728585379,-,LouangNamtha,1.0,121519.728585379,12,2012,LouangNamtha
150,2013-01,36.219,17.68,1.0,124395.77382115,-,LouangNamtha,1.0,124395.77382115,1,2013,LouangNamtha
0,2000-07,365.964,22.7,0.0,277931.293805804,-,Oudomxai,0.0,277931.293805804,7,2000,Oudomxai
1,2000-08,297.268,22.92,0.0,277931.293805804,-,Oudomxai,0.0,277931.293805804,8,2000,Oudomxai
2,2000-09,200.528,21.72,0.0,277931.293805804,-,Oudomxai,0.0,277931.293805804,9,2000,Oudomxai
3,2000-10,90.142,21.23,0.0,277931.293805804,-,Oudomxai,0.0,277931.293805804,10,2000,Oudomxai
4,2000-11,14.764,19.04,0.0,277931.293805804,-,Oudomxai,0.0,277931.293805804,11,2000,Oudomxai
5,2000-12,29.886,17.8,0.0,277931.293805804,-,Oudomxai,0.0,277931.293805804,12,2000,Oudomxai
6,2001-01,20.1,18.66,0.0,278296.777483259,-,Oudomxai,0.0,278296.777483259,1,2001,Oudomxai
7,2001-02,7.049,20.36,0.0,278296.777483259,-,Oudomxai,0.0,278296.777483259,2,2001,Oudomxai
8,2001-03,118.603,20.87,0.0,278296.777483259,-,Oudomxai,0.0,278296.777483259,3,2001,Oudomxai
9,2001-04,50.079,25.51,0.0,278296.777483259,-,Oudomxai,0.0,278296.777483259,4,2001,Oudomxai
10,2001-05,373.6,21.96,0.0,278296.777483259,-,Oudomxai,0.0,278296.777483259,5,2001,Oudomxai
11,2001-06,210.354,23.34,0.0,278296.777483259,-,Oudomxai,0.0,278296.777483259,6,2001,Oudomxai
12,2001-07,388.062,22.37,0.0,278296.777483259,-,Oudomxai,0.0,278296.777483259,7,2001,Oudomxai
13,2001-08,321.23,23.27,0.0,278296.777483259,-,Oudomxai,0.0,278296.777483259,8,2001,Oudomxai
14,2001-09,222.607,22.59,1.0,278296.777483259,-,Oudomxai,1.0,278296.777483259,9,2001,Oudomxai
15,2001-10,117.847,21.48,0.0,278296.777483259,-,Oudomxai,0.0,278296.777483259,10,2001,Oudomxai
16,2001-11,15.352,17.52,1.0,278296.777483259,-,Oudomxai,1.0,278296.777483259,11,2001,Oudomxai
17,2001-12,12.877,17.67,0.0,278296.777483259,-,Oudomxai,0.0,278296.777483259,12,2001,Oudomxai
18,2002-01,36.637,16.85,0.0,278662.261160714,-,Oudomxai,0.0,278662.261160714,1,2002,Oudomxai
19,2002-02,23.589,20.21,0.0,278662.261160714,-,Oudomxai,0.0,278662.261160714,2,2002,Oudomxai
20,2002-03,31.292,22.49,0.0,278662.261160714,-,Oudomxai,0.0,278662.261160714,3,2002,Oudomxai
21,2002-04,54.815,24.77,0.0,278662.261160714,-,Oudomxai,0.0,278662.261160714,4,2002,Oudomxai
22,2002-05,395.486,23.06,0.0,278662.261160714,-,Oudomxai,0.0,278662.261160714,5,2002,Oudomxai
23,2002-06,288.899,23.26,0.0,278662.261160714,-,Oudomxai,0.0,278662.261160714,6,2002,Oudomxai
24,2002-07,540.72,22.19,0.0,278662.261160714,-,Oudomxai,0.0,278662.261160714,7,2002,Oudomxai
25,2002-08,344.378,22.4,0.0,278662.261160714,-,Oudomxai,0.0,278662.261160714,8,2002,Oudomxai
26,2002-09,148.688,22.57,0.0,278662.261160714,-,Oudomxai,0.0,278662.261160714,9,2002,Oudomxai
27,2002-10,127.72,20.94,0.0,278662.261160714,-,Oudomxai,0.0,278662.261160714,10,2002,Oudomxai
28,2002-11,74.413,18.31,0.0,278662.261160714,-,Oudomxai,0.0,278662.261160714,11,2002,Oudomxai
29,2002-12,62.491,17.15,0.0,278662.261160714,-,Oudomxai,0.0,278662.261160714,12,2002,Oudomxai
