,time_period,rainfall,mean_temperature,disease_cases,population,parent,location,Cases,E,month,ID_year,ID_spat
54,2005-01,14.157,18.9,0.0,66776.1658761161,-,Bokeo,0.0,66776.1658761161,1,2005,Bokeo
55,2005-02,1.636,23.35,1.0,66776.1658761161,-,Bokeo,1.0,66776.1658761161,2,2005,Bokeo
56,2005-03,94.531,22.68,0.0,66776.1658761161,-,Bokeo,0.0,66776.1658761161,3,2005,Bokeo
57,2005-04,78.826,25.08,0.0,66776.1658761161,-,Bokeo,0.0,66776.1658761161,4,2005,Bokeo
58,2005-05,164.652,26.0,0.0,66776.1658761161,-,Bokeo,0.0,66776.1658761161,5,2005,Bokeo
59,2005-06,332.612,24.22,0.0,66776.1658761161,-,Bokeo,0.0,66776.1658761161,6,2005,Bokeo
60,2005-07,380.549,24.2,2.0,66776.1658761161,-,Bokeo,2.0,66776.1658761161,7,2005,Bokeo
61,2005-08,502.872,23.22,0.0,66776.1658761161,-,Bokeo,0.0,66776.1658761161,8,2005,Bokeo
62,2005-09,328.965,23.62,0.0,66776.1658761161,-,Bokeo,0.0,66776.1658761161,9,2005,Bokeo
63,2005-10,108.772,22.84,1.0,66776.1658761161,-,Bokeo,1.0,66776.1658761161,10,2005,Bokeo
64,2005-11,54.239,20.66,0.0,66776.1658761161,-,Bokeo,0.0,66776.1658761161,11,2005,Bokeo
65,2005-12,43.379,17.21,0.0,66776.1658761161,-,Bokeo,0.0,66776.1658761161,12,2005,Bokeo
66,2006-01,0.843,18.97,0.0,68430.8454241072,-,Bokeo,0.0,68430.8454241072,1,2006,Bokeo
67,2006-02,16.323,21.53,0.0,68430.8454241072,-,Bokeo,0.0,68430.8454241072,2,2006,Bokeo
68,2006-03,31.355,25.25,0.0,68430.8454241072,-,Bokeo,0.0,68430.8454241072,3,2006,Bokeo
69,2006-04,134.809,25.06,0.0,68430.8454241072,-,Bokeo,0.0,68430.8454241072,4,2006,Bokeo
70,2006-05,299.214,23.54,0.0,68430.8454241072,-,Bokeo,0.0,68430.8454241072,5,2006,Bokeo
71,2006-06,229.085,24.62,1.0,68430.8454241072,-,Bokeo,1.0,68430.8454241072,6,2006,Bokeo
72,2006-07,410.662,23.65,1.0,68430.8454241072,-,Bokeo,1.0,68430.8454241072,7,2006,Bokeo
73,2006-08,529.694,23.6,1.0,68430.8454241072,-,Bokeo,1.0,68430.8454241072,8,2006,Bokeo
74,2006-09,201.54,23.42,1.0,68430.8454241072,-,Bokeo,1.0,68430.8454241072,9,2006,Bokeo
75,2006-10,208.705,22.74,2.0,68430.8454241072,-,Bokeo,2.0,68430.8454241072,10,2006,Bokeo
76,2006-11,7.115,22.04,0.0,68430.8454241072,-,Bokeo,0.0,68430.8454241072,11,2006,Bokeo
77,2006-12,5.675,18.82,0.0,68430.8454241072,-,Bokeo,0.0,68430.8454241072,12,2006,Bokeo
78,2007-01,8.651,18.66,0.0,70085.5249720982,-,Bokeo,0.0,70085.5249720982,1,2007,Bokeo
79,2007-02,3.713,20.82,0.0,70085.5249720982,-,Bokeo,0.0,70085.5249720982,2,2007,Bokeo
80,2007-03,8.402,24.95,0.0,70085.5249720982,-,Bokeo,0.0,70085.5249720982,3,2007,Bokeo
81,2007-04,177.58,25.02,0.0,70085.5249720982,-,Bokeo,0.0,70085.5249720982,4,2007,Bokeo
82,2007-05,267.721,24.07,0.0,70085.5249720982,-,Bokeo,0.0,70085.5249720982,5,2007,Bokeo
83,2007-06,272.589,24.98,0.0,70085.5249720982,-,Bokeo,0.0,70085.5249720982,6,2007,Bokeo
84,2007-07,366.557,23.98,0.0,70085.5249720982,-,Bokeo,0.0,70085.5249720982,7,2007,Bokeo
85,2007-08,331.087,24.02,0.0,70085.5249720982,-,Bokeo,0.0,70085.5249720982,8,2007,Bokeo
86,2007-09,374.246,23.32,1.0,70085.5249720982,-,Bokeo,1.0,70085.5249720982,9,2007,Bokeo
87,2007-10,194.291,22.47,0.0,70085.5249720982,-,Bokeo,0.0,70085.5249720982,10,2007,Bokeo
88,2007-11,35.41,19.5,0.0,70085.5249720982,-,Bokeo,0.0,70085.5249720982,11,2007,Bokeo
89,2007-12,2.455,19.62,0.0,70085.5249720982,-,Bokeo,0.0,70085.5249720982,12,2007,Bokeo
90,2008-01,70.205,19.26,1.0,71740.2045200893,-,Bokeo,1.0,71740.2045200893,1,2008,Bokeo
91,2008-02,67.446,18.21,0.0,71740.2045200893,-,Bokeo,0.0,71740.2045200893,2,2008,Bokeo
92,2008-03,29.776,22.83,0.0,71740.2045200893,-,Bokeo,0.0,71740.2045200893,3,2008,Bokeo
93,2008-04,141.563,25.25,0.0,71740.2045200893,-,Bokeo,0.0,71740.2045200893,4,2008,Bokeo
94,2008-05,215.308,23.87,12.0,71740.2045200893,-,Bokeo,12.0,71740.2045200893,5,2008,Bokeo
95,2008-06,463.491,23.43,53.0,71740.2045200893,-,Bokeo,53.0,71740.2045200893,6,2008,Bokeo
96,2008-07,680.659,22.92,2.0,71740.2045200893,-,Bokeo,2.0,71740.2045200893,7,2008,Bokeo
97,2008-08,378.303,23.31,9.0,71740.2045200893,-,Bokeo,9.0,71740.2045200893,8,2008,Bokeo
98,2008-09,218.725,23.78,33.0,71740.2045200893,-,Bokeo,33.0,71740.2045200893,9,2008,Bokeo
99,2008-10,115.364,22.91,48.0,71740.2045200893,-,Bokeo,48.0,71740.2045200893,10,2008,Bokeo
100,2008-11,72.968,19.16,55.0,71740.2045200893,-,Bokeo,55.0,71740.2045200893,11,2008,Bokeo
101,2008-12,4.762,17.48,5.0,71740.2045200893,-,Bokeo,5.0,71740.2045200893,12,2008,Bokeo
102,2009-01,1.513,17.95,1.0,73394.8840680804,-,Bokeo,1.0,73394.8840680804,1,2009,Bokeo
103,2009-02,4.798,22.68,0.0,73394.8840680804,-,Bokeo,0.0,73394.8840680804,2,2009,Bokeo
104,2009-03,39.794,24.6,1.0,73394.8840680804,-,Bokeo,1.0,73394.8840680804,3,2009,Bokeo
105,2009-04,128.925,24.76,3.0,73394.8840680804,-,Bokeo,3.0,73394.8840680804,4,2009,Bokeo
106,2009-05,316.104,24.65,74.0,73394.8840680804,-,Bokeo,74.0,73394.8840680804,5,2009,Bokeo
107,2009-06,280.465,24.23,216.0,73394.8840680804,-,Bokeo,216.0,73394.8840680804,6,2009,Bokeo
108,2009-07,403.528,24.07,212.0,73394.8840680804,-,Bokeo,212.0,73394.8840680804,7,2009,Bokeo
109,2009-08,347.112,24.36,110.0,73394.8840680804,-,Bokeo,110.0,73394.8840680804,8,2009,Bokeo
110,2009-09,269.034,24.05,52.0,73394.8840680804,-,Bokeo,52.0,73394.8840680804,9,2009,Bokeo
111,2009-10,104.886,23.47,31.0,73394.8840680804,-,Bokeo,31.0,73394.8840680804,10,2009,Bokeo
112,2009-11,9.278,20.71,5.0,73394.8840680804,-,Bokeo,5.0,73394.8840680804,11,2009,Bokeo
113,2009-12,9.009,19.1,4.0,73394.8840680804,-,Bokeo,4.0,73394.8840680804,12,2009,Bokeo
114,2010-01,37.965,20.04,1.0,75049.5636160714,-,Bokeo,1.0,75049.5636160714,1,2010,Bokeo
115,2010-02,8.527,22.22,1.0,75049.5636160714,-,Bokeo,1.0,75049.5636160714,2,2010,Bokeo
116,2010-03,23.591,24.59,2.0,75049.5636160714,-,Bokeo,2.0,75049.5636160714,3,2010,Bokeo
117,2010-04,101.176,27.52,0.0,75049.5636160714,-,Bokeo,0.0,75049.5636160714,4,2010,Bokeo
118,2010-05,106.366,27.23,1.0,75049.5636160714,-,Bokeo,1.0,75049.5636160714,5,2010,Bokeo
119,2010-06,235.044,26.01,5.0,75049.5636160714,-,Bokeo,5.0,75049.5636160714,6,2010,Bokeo
120,2010-07,512.741,24.6,9.0,75049.5636160714,-,Bokeo,9.0,75049.5636160714,7,2010,Bokeo
121,2010-08,483.291,23.8,8.0,75049.5636160714,-,Bokeo,8.0,75049.5636160714,8,2010,Bokeo
122,2010-09,282.196,23.74,27.0,75049.5636160714,-,Bokeo,27.0,75049.5636160714,9,2010,Bokeo
123,2010-10,145.437,22.68,22.0,75049.5636160714,-,Bokeo,22.0,75049.5636160714,10,2010,Bokeo
124,2010-11,6.601,20.44,18.0,75049.5636160714,-,Bokeo,18.0,75049.5636160714,11,2010,Bokeo
125,2010-12,45.062,19.31,4.0,75049.5636160714,-,Bokeo,4.0,75049.5636160714,12,2010,Bokeo
126,2011-01,29.189,18.16,1.0,76704.2431640625,-,Bokeo,1.0,76704.2431640625,1,2011,Bokeo
127,2011-02,7.948,21.24,1.0,76704.2431640625,-,Bokeo,1.0,76704.2431640625,2,2011,Bokeo
128,2011-03,95.081,21.08,1.0,76704.2431640625,-,Bokeo,1.0,76704.2431640625,3,2011,Bokeo
129,2011-04,165.476,23.52,1.0,76704.2431640625,-,Bokeo,1.0,76704.2431640625,4,2011,Bokeo
130,2011-05,309.719,23.51,3.0,76704.2431640625,-,Bokeo,3.0,76704.2431640625,5,2011,Bokeo
131,2011-06,280.401,23.93,4.0,76704.2431640625,-,Bokeo,4.0,76704.2431640625,6,2011,Bokeo
132,2011-07,395.965,24.14,6.0,76704.2431640625,-,Bokeo,6.0,76704.2431640625,7,2011,Bokeo
133,2011-08,394.6,23.5,10.0,76704.2431640625,-,Bokeo,10.0,76704.2431640625,8,2011,Bokeo
134,2011-09,346.165,23.28,8.0,76704.2431640625,-,Bokeo,8.0,76704.2431640625,9,2011,Bokeo
135,2011-10,65.909,22.71,10.0,76704.2431640625,-,Bokeo,10.0,76704.2431640625,10,2011,Bokeo
136,2011-11,11.921,20.2,6.0,76704.2431640625,-,Bokeo,6.0,76704.2431640625,11,2011,Bokeo
137,2011-12,5.966,18.21,3.0,76704.2431640625,-,Bokeo,3.0,76704.2431640625,12,2011,Bokeo
138,2012-01,48.604,18.88,2.0,78358.9227120536,-,Bokeo,2.0,78358.9227120536,1,2012,Bokeo
139,2012-02,10.379,22.47,2.0,78358.9227120536,-,Bokeo,2.0,78358.9227120536,2,2012,Bokeo
140,2012-03,45.608,24.01,1.0,78358.9227120536,-,Bokeo,1.0,78358.9227120536,3,2012,Bokeo
141,2012-04,75.97,25.76,2.0,78358.9227120536,-,Bokeo,2.0,78358.9227120536,4,2012,Bokeo
142,2012-05,372.717,24.78,5.0,78358.9227120536,-,Bokeo,5.0,78358.9227120536,5,2012,Bokeo
143,2012-06,234.729,24.37,10.0,78358.9227120536,-,Bokeo,10.0,78358.9227120536,6,2012,Bokeo
144,2012-07,434.478,23.16,17.0,78358.9227120536,-,Bokeo,17.0,78358.9227120536,7,2012,Bokeo
145,2012-08,362.176,23.7,17.0,78358.9227120536,-,Bokeo,17.0,78358.9227120536,8,2012,Bokeo
146,2012-09,242.424,23.69,26.0,78358.9227120536,-,Bokeo,26.0,78358.9227120536,9,2012,Bokeo
147,2012-10,107.072,22.96,28.0,78358.9227120536,-,Bokeo,28.0,78358.9227120536,10,2012,Bokeo
148,2012-11,119.215,22.14,18.0,78358.9227120536,-,Bokeo,18.0,78358.9227120536,11,2012,Bokeo
149,2012-12,27.869,19.29,8.0,78358.9227120536,-,Bokeo,8.0,78358.9227120536,12,2012,Bokeo
150,2013-01,36.842,19.16,8.0,80013.6022600446,-,Bokeo,8.0,80013.6022600446,1,2013,Bokeo
0,2000-07,482.027,24.04,4.0,608863.920200893,-,Champasak,4.0,608863.920200893,7,2000,Champasak
1,2000-08,429.873,24.49,2.0,608863.920200893,-,Champasak,2.0,608863.920200893,8,2000,Champasak
2,2000-09,277.778,24.02,2.0,608863.920200893,-,Champasak,2.0,608863.920200893,9,2000,Champasak
3,2000-10,276.509,23.82,3.0,608863.920200893,-,Champasak,3.0,608863.920200893,10,2000,Champasak
4,2000-11,47.808,22.84,1.0,608863.920200893,-,Champasak,1.0,608863.920200893,11,2000,Champasak
5,2000-12,8.904,23.78,0.0,608863.920200893,-,Champasak,0.0,608863.920200893,12,2000,Champasak
6,2001-01,8.155,25.19,0.0,618304.980189732,-,Champasak,0.0,618304.980189732,1,2001,Champasak
7,2001-02,9.603,25.89,1.0,618304.980189732,-,Champasak,1.0,618304.980189732,2,2001,Champasak
8,2001-03,124.326,26.62,0.0,618304.980189732,-,Champasak,0.0,618304.980189732,3,2001,Champasak
9,2001-04,69.763,28.05,0.0,618304.980189732,-,Champasak,0.0,618304.980189732,4,2001,Champasak
10,2001-05,282.801,25.86,,618304.980189732,-,Champasak,,618304.980189732,5,2001,Champasak
11,2001-06,419.929,24.88,17.0,618304.980189732,-,Champasak,17.0,618304.980189732,6,2001,Champasak
12,2001-07,331.018,24.69,9.0,618304.980189732,-,Champasak,9.0,618304.980189732,7,2001,Champasak
13,2001-08,506.909,24.24,22.0,618304.980189732,-,Champasak,22.0,618304.980189732,8,2001,Champasak
14,2001-09,260.01,24.54,23.0,618304.980189732,-,Champasak,23.0,618304.980189732,9,2001,Champasak
15,2001-10,203.953,24.69,19.0,618304.980189732,-,Champasak,19.0,618304.980189732,10,2001,Champasak
16,2001-11,31.068,22.46,3.0,618304.980189732,-,Champasak,3.0,618304.980189732,11,2001,Champasak
17,2001-12,19.49,22.86,1.0,618304.980189732,-,Champasak,1.0,618304.980189732,12,2001,Champasak
18,2002-01,1.455,23.3,3.0,627746.040178572,-,Champasak,3.0,627746.040178572,1,2002,Champasak
19,2002-02,1.078,25.44,0.0,627746.040178572,-,Champasak,0.0,627746.040178572,2,2002,Champasak
20,2002-03,77.372,27.41,1.0,627746.040178572,-,Champasak,1.0,627746.040178572,3,2002,Champasak
21,2002-04,84.065,27.67,3.0,627746.040178572,-,Champasak,3.0,627746.040178572,4,2002,Champasak
22,2002-05,226.111,26.61,,627746.040178572,-,Champasak,,627746.040178572,5,2002,Champasak
23,2002-06,368.537,25.21,105.0,627746.040178572,-,Champasak,105.0,627746.040178572,6,2002,Champasak
24,2002-07,448.998,25.06,226.0,627746.040178572,-,Champasak,226.0,627746.040178572,7,2002,Champasak
25,2002-08,532.819,24.15,249.0,627746.040178572,-,Champasak,249.0,627746.040178572,8,2002,Champasak
26,2002-09,488.351,23.68,216.0,627746.040178572,-,Champasak,216.0,627746.040178572,9,2002,Champasak
27,2002-10,147.273,24.44,220.0,627746.040178572,-,Champasak,220.0,627746.040178572,10,2002,Champasak
28,2002-11,48.49,24.39,21.0,627746.040178572,-,Champasak,21.0,627746.040178572,11,2002,Champasak
29,2002-12,19.869,24.86,21.0,627746.040178572,-,Champasak,21.0,627746.040178572,12,2002,Champasak
30,2003-01,0.509,22.87,23.0,637187.100167411,-,Champasak,23.0,637187.100167411,1,2003,Champasak
31,2003-02,19.235,25.9,1.0,637187.100167411,-,Champasak,1.0,637187.100167411,2,2003,Champasak
32,2003-03,86.527,27.03,12.0,637187.100167411,-,Champasak,12.0,637187.100167411,3,2003,Champasak
33,2003-04,112.952,27.79,15.0,637187.100167411,-,Champasak,15.0,637187.100167411,4,2003,Champasak
34,2003-05,359.26,26.29,,637187.100167411,-,Champasak,,637187.100167411,5,2003,Champasak
35,2003-06,250.77,25.27,113.0,637187.100167411,-,Champasak,113.0,637187.100167411,6,2003,Champasak
36,2003-07,291.439,24.99,139.0,637187.100167411,-,Champasak,139.0,637187.100167411,7,2003,Champasak
37,2003-08,421.81,24.48,99.0,637187.100167411,-,Champasak,99.0,637187.100167411,8,2003,Champasak
38,2003-09,411.508,23.85,92.0,637187.100167411,-,Champasak,92.0,637187.100167411,9,2003,Champasak
39,2003-10,133.8,24.18,65.0,637187.100167411,-,Champasak,65.0,637187.100167411,10,2003,Champasak
40,2003-11,17.557,24.27,34.0,637187.100167411,-,Champasak,34.0,637187.100167411,11,2003,Champasak
41,2003-12,6.248,22.33,17.0,637187.100167411,-,Champasak,17.0,637187.100167411,12,2003,Champasak
42,2004-01,17.259,23.69,6.0,646628.16015625,-,Champasak,6.0,646628.16015625,1,2004,Champasak
43,2004-02,13.465,24.39,16.0,646628.16015625,-,Champasak,16.0,646628.16015625,2,2004,Champasak
44,2004-03,62.311,27.01,23.0,646628.16015625,-,Champasak,23.0,646628.16015625,3,2004,Champasak
45,2004-04,123.679,27.25,21.0,646628.16015625,-,Champasak,21.0,646628.16015625,4,2004,Champasak
46,2004-05,315.386,26.46,,646628.16015625,-,Champasak,,646628.16015625,5,2004,Champasak
47,2004-06,391.968,24.94,114.0,646628.16015625,-,Champasak,114.0,646628.16015625,6,2004,Champasak
48,2004-07,361.946,24.53,34.0,646628.16015625,-,Champasak,34.0,646628.16015625,7,2004,Champasak
49,2004-08,488.008,24.28,28.0,646628.16015625,-,Champasak,28.0,646628.16015625,8,2004,Champasak
50,2004-09,252.055,24.44,20.0,646628.16015625,-,Champasak,20.0,646628.16015625,9,2004,Champasak
51,2004-10,52.666,24.33,27.0,646628.16015625,-,Champasak,27.0,646628.16015625,10,2004,Champasak
52,2004-11,16.143,24.96,23.0,646628.16015625,-,Champasak,23.0,646628.16015625,11,2004,Champasak
53,2004-12,0.613,22.76,10.0,646628.16015625,-,Champasak,10.0,646628.16015625,12,2004,Champasak
54,2005-01,0.543,23.12,7.0,656069.220145089,-,Champasak,7.0,656069.220145089,1,2005,Champasak
55,2005-02,2.142,26.67,42.0,656069.220145089,-,Champasak,42.0,656069.220145089,2,2005,Champasak
56,2005-03,36.68,26.4,105.0,656069.220145089,-,Champasak,105.0,656069.220145089,3,2005,Champasak
57,2005-04,79.443,27.55,53.0,656069.220145089,-,Champasak,53.0,656069.220145089,4,2005,Champasak
58,2005-05,199.678,26.64,,656069.220145089,-,Champasak,,656069.220145089,5,2005,Champasak
59,2005-06,323.704,25.47,136.0,656069.220145089,-,Champasak,136.0,656069.220145089,6,2005,Champasak
60,2005-07,444.102,24.45,160.0,656069.220145089,-,Champasak,160.0,656069.220145089,7,2005,Champasak
61,2005-08,454.176,24.32,117.0,656069.220145089,-,Champasak,117.0,656069.220145089,8,2005,Champasak
62,2005-09,341.433,24.35,54.0,656069.220145089,-,Champasak,54.0,656069.220145089,9,2005,Champasak
63,2005-10,105.875,24.67,79.0,656069.220145089,-,Champasak,79.0,656069.220145089,10,2005,Champasak
64,2005-11,76.626,24.02,56.0,656069.220145089,-,Champasak,56.0,656069.220145089,11,2005,Champasak
65,2005-12,20.088,22.44,97.0,656069.220145089,-,Champasak,97.0,656069.220145089,12,2005,Champasak
66,2006-01,1.891,23.76,25.0,665510.280133929,-,Champasak,25.0,665510.280133929,1,2006,Champasak
67,2006-02,25.544,25.94,19.0,665510.280133929,-,Champasak,19.0,665510.280133929,2,2006,Champasak
68,2006-03,71.569,26.88,28.0,665510.280133929,-,Champasak,28.0,665510.280133929,3,2006,Champasak
69,2006-04,147.746,26.61,16.0,665510.280133929,-,Champasak,16.0,665510.280133929,4,2006,Champasak
70,2006-05,202.993,25.97,,665510.280133929,-,Champasak,,665510.280133929,5,2006,Champasak
71,2006-06,269.378,25.59,71.0,665510.280133929,-,Champasak,71.0,665510.280133929,6,2006,Champasak
72,2006-07,561.727,24.3,126.0,665510.280133929,-,Champasak,126.0,665510.280133929,7,2006,Champasak
73,2006-08,617.168,23.91,109.0,665510.280133929,-,Champasak,109.0,665510.280133929,8,2006,Champasak
74,2006-09,336.589,24.19,66.0,665510.280133929,-,Champasak,66.0,665510.280133929,9,2006,Champasak
75,2006-10,242.96,24.33,85.0,665510.280133929,-,Champasak,85.0,665510.280133929,10,2006,Champasak
76,2006-11,17.124,25.32,90.0,665510.280133929,-,Champasak,90.0,665510.280133929,11,2006,Champasak
77,2006-12,7.575,23.62,136.0,665510.280133929,-,Champasak,136.0,665510.280133929,12,2006,Champasak
78,2007-01,3.327,23.87,54.0,674951.340122768,-,Champasak,54.0,674951.340122768,1,2007,Champasak
79,2007-02,21.881,25.33,59.0,674951.340122768,-,Champasak,59.0,674951.340122768,2,2007,Champasak
80,2007-03,96.758,26.64,55.0,674951.340122768,-,Champasak,55.0,674951.340122768,3,2007,Champasak
81,2007-04,104.598,27.59,73.0,674951.340122768,-,Champasak,73.0,674951.340122768,4,2007,Champasak
82,2007-05,301.213,25.32,,674951.340122768,-,Champasak,,674951.340122768,5,2007,Champasak
83,2007-06,233.416,25.83,111.0,674951.340122768,-,Champasak,111.0,674951.340122768,6,2007,Champasak
84,2007-07,407.214,24.76,194.0,674951.340122768,-,Champasak,194.0,674951.340122768,7,2007,Champasak
85,2007-08,602.103,24.21,314.0,674951.340122768,-,Champasak,314.0,674951.340122768,8,2007,Champasak
86,2007-09,282.032,24.72,218.0,674951.340122768,-,Champasak,218.0,674951.340122768,9,2007,Champasak
87,2007-10,298.788,23.65,94.0,674951.340122768,-,Champasak,94.0,674951.340122768,10,2007,Champasak
88,2007-11,145.953,21.6,80.0,674951.340122768,-,Champasak,80.0,674951.340122768,11,2007,Champasak
89,2007-12,3.387,23.55,64.0,674951.340122768,-,Champasak,64.0,674951.340122768,12,2007,Champasak
90,2008-01,15.02,23.3,73.0,684392.400111607,-,Champasak,73.0,684392.400111607,1,2008,Champasak
91,2008-02,22.942,23.25,90.0,684392.400111607,-,Champasak,90.0,684392.400111607,2,2008,Champasak
92,2008-03,73.042,25.89,92.0,684392.400111607,-,Champasak,92.0,684392.400111607,3,2008,Champasak
93,2008-04,92.001,27.11,69.0,684392.400111607,-,Champasak,69.0,684392.400111607,4,2008,Champasak
94,2008-05,379.667,24.58,,684392.400111607,-,Champasak,,684392.400111607,5,2008,Champasak
